Food,B,C,D,E,F,G,H,I,J
8981,4,5,2,3,1,3,1,2,4
8982,4,5,2,3,1,3,1,3,4
8983,4,5,2,3,1,3,2,1,4
8984,4,5,2,3,1,3,2,2,4
8985,4,5,2,3,1,3,2,3,4
8986,4,5,2,3,1,3,3,1,4
8987,4,5,2,3,1,3,3,2,4
8988,4,5,2,3,1,3,3,3,4
8989,4,5,2,3,1,3,4,1,4
8990,4,5,2,3,1,3,4,2,4
8991,4,5,2,3,1,3,4,3,4
8992,4,5,2,3,2,2,1,1,9
8993,4,5,2,3,2,2,2,1,9
8994,4,5,2,3,2,2,3,1,9
8995,4,5,2,3,2,2,4,1,9
8996,4,5,2,3,3,2,1,1,9
8997,4,5,2,3,3,2,2,1,9
8998,4,5,2,3,3,2,3,1,9
8999,4,5,2,3,3,2,4,1,9
9000,4,5,3,1,1,1,1,1,4
9001,4,5,3,1,1,1,1,2,4
9002,4,5,3,1,1,1,1,3,4
9003,4,5,3,1,1,1,2,1,4
9004,4,5,3,1,1,1,2,2,4
9005,4,5,3,1,1,1,2,3,4
9006,4,5,3,1,1,1,3,1,4
9007,4,5,3,1,1,1,3,2,4
9008,4,5,3,1,1,1,3,3,4
9009,4,5,3,1,1,1,4,1,4
9010,4,5,3,1,1,1,4,2,4
9011,4,5,3,1,1,1,4,3,4
9012,4,5,3,1,1,2,1,1,4
9013,4,5,3,1,1,2,1,2,4
9014,4,5,3,1,1,2,1,3,4
9015,4,5,3,1,1,2,2,1,4
9016,4,5,3,1,1,2,2,2,4
9017,4,5,3,1,1,2,2,3,4
9018,4,5,3,1,1,2,3,1,4
9019,4,5,3,1,1,2,3,2,4
9020,4,5,3,1,1,2,3,3,4
9021,4,5,3,1,1,2,4,1,4
9022,4,5,3,1,1,2,4,2,4
9023,4,5,3,1,1,2,4,3,4
9024,4,5,3,1,1,3,1,1,4
9025,4,5,3,1,1,3,1,2,4
9026,4,5,3,1,1,3,1,3,4
9027,4,5,3,1,1,3,2,1,4
9028,4,5,3,1,1,3,2,2,4
9029,4,5,3,1,1,3,2,3,4
9030,4,5,3,1,1,3,3,1,4
9031,4,5,3,1,1,3,3,2,4
9032,4,5,3,1,1,3,3,3,4
9033,4,5,3,1,1,3,4,1,4
9034,4,5,3,1,1,3,4,2,4
9035,4,5,3,1,1,3,4,3,4
9036,4,5,3,1,2,2,1,1,9
9037,4,5,3,1,2,2,2,1,9
9038,4,5,3,1,2,2,3,1,9
9039,4,5,3,1,2,2,4,1,9
9040,4,5,3,1,3,2,1,1,9
9041,4,5,3,1,3,2,2,1,9
9042,4,5,3,1,3,2,3,1,9
9043,4,5,3,1,3,2,4,1,9
9044,4,5,3,2,1,1,1,1,4
9045,4,5,3,2,1,1,1,2,4
9046,4,5,3,2,1,1,1,3,4
9047,4,5,3,2,1,1,2,1,4
9048,4,5,3,2,1,1,2,2,4
9049,4,5,3,2,1,1,2,3,4
9050,4,5,3,2,1,1,3,1,4
9051,4,5,3,2,1,1,3,2,4
9052,4,5,3,2,1,1,3,3,4
9053,4,5,3,2,1,1,4,1,4
9054,4,5,3,2,1,1,4,2,4
9055,4,5,3,2,1,1,4,3,4
9056,4,5,3,2,1,2,1,1,4
9057,4,5,3,2,1,2,1,2,4
9058,4,5,3,2,1,2,1,3,4
9059,4,5,3,2,1,2,2,1,4
9060,4,5,3,2,1,2,2,2,4
9061,4,5,3,2,1,2,2,3,4
9062,4,5,3,2,1,2,3,1,4
9063,4,5,3,2,1,2,3,2,4
9064,4,5,3,2,1,2,3,3,4
9065,4,5,3,2,1,2,4,1,4
9066,4,5,3,2,1,2,4,2,4
9067,4,5,3,2,1,2,4,3,4
9068,4,5,3,2,1,3,1,1,4
9069,4,5,3,2,1,3,1,2,4
9070,4,5,3,2,1,3,1,3,4
9071,4,5,3,2,1,3,2,1,4
9072,4,5,3,2,1,3,2,2,4
9073,4,5,3,2,1,3,2,3,4
9074,4,5,3,2,1,3,3,1,4
9075,4,5,3,2,1,3,3,2,4
9076,4,5,3,2,1,3,3,3,4
9077,4,5,3,2,1,3,4,1,4
9078,4,5,3,2,1,3,4,2,4
9079,4,5,3,2,1,3,4,3,4
9080,4,5,3,2,2,2,1,1,9
9081,4,5,3,2,2,2,2,1,9
9082,4,5,3,2,2,2,3,1,9
9083,4,5,3,2,2,2,4,1,9
9084,4,5,3,2,3,2,1,1,9
9085,4,5,3,2,3,2,2,1,9
9086,4,5,3,2,3,2,3,1,9
9087,4,5,3,2,3,2,4,1,9
9088,4,5,3,3,1,1,1,1,4
9089,4,5,3,3,1,1,1,2,4
9090,4,5,3,3,1,1,1,3,4
9091,4,5,3,3,1,1,2,1,4
9092,4,5,3,3,1,1,2,2,4
9093,4,5,3,3,1,1,2,3,4
9094,4,5,3,3,1,1,3,1,4
9095,4,5,3,3,1,1,3,2,4
9096,4,5,3,3,1,1,3,3,4
9097,4,5,3,3,1,1,4,1,4
9098,4,5,3,3,1,1,4,2,4
9099,4,5,3,3,1,1,4,3,4
9100,4,5,3,3,1,2,1,1,4
9101,4,5,3,3,1,2,1,2,4
9102,4,5,3,3,1,2,1,3,4
9103,4,5,3,3,1,2,2,1,4
9104,4,5,3,3,1,2,2,2,4
9105,4,5,3,3,1,2,2,3,4
9106,4,5,3,3,1,2,3,1,4
9107,4,5,3,3,1,2,3,2,4
9108,4,5,3,3,1,2,3,3,4
9109,4,5,3,3,1,2,4,1,4
9110,4,5,3,3,1,2,4,2,4
9111,4,5,3,3,1,2,4,3,4
9112,4,5,3,3,1,3,1,1,4
9113,4,5,3,3,1,3,1,2,4
9114,4,5,3,3,1,3,1,3,4
9115,4,5,3,3,1,3,2,1,4
9116,4,5,3,3,1,3,2,2,4
9117,4,5,3,3,1,3,2,3,4
9118,4,5,3,3,1,3,3,1,4
9119,4,5,3,3,1,3,3,2,4
9120,4,5,3,3,1,3,3,3,4
9121,4,5,3,3,1,3,4,1,4
9122,4,5,3,3,1,3,4,2,4
9123,4,5,3,3,1,3,4,3,4
9124,4,5,3,3,2,2,1,1,9
9125,4,5,3,3,2,2,2,1,9
9126,4,5,3,3,2,2,3,1,9
9127,4,5,3,3,2,2,4,1,9
9128,4,5,3,3,3,2,1,1,9
9129,4,5,3,3,3,2,2,1,9
9130,4,5,3,3,3,2,3,1,9
9131,4,5,3,3,3,2,4,1,9
9132,4,6,1,1,1,1,1,1,4
9133,4,6,1,1,1,1,1,2,4
9134,4,6,1,1,1,1,1,3,4
9135,4,6,1,1,1,1,2,1,4
9136,4,6,1,1,1,1,2,2,4
9137,4,6,1,1,1,1,2,3,4
9138,4,6,1,1,1,1,3,1,4
9139,4,6,1,1,1,1,3,2,4
9140,4,6,1,1,1,1,3,3,4
9141,4,6,1,1,1,1,4,1,4
9142,4,6,1,1,1,1,4,2,4
9143,4,6,1,1,1,1,4,3,4
9144,4,6,1,1,1,2,1,1,4
9145,4,6,1,1,1,2,1,2,4
9146,4,6,1,1,1,2,1,3,4
9147,4,6,1,1,1,2,2,1,4
9148,4,6,1,1,1,2,2,2,4
9149,4,6,1,1,1,2,2,3,4
9150,4,6,1,1,1,2,3,1,4
9151,4,6,1,1,1,2,3,2,4
9152,4,6,1,1,1,2,3,3,4
9153,4,6,1,1,1,2,4,1,4
9154,4,6,1,1,1,2,4,2,4
9155,4,6,1,1,1,2,4,3,4
9156,4,6,1,1,1,3,1,1,4
9157,4,6,1,1,1,3,1,2,4
9158,4,6,1,1,1,3,1,3,4
9159,4,6,1,1,1,3,2,1,4
9160,4,6,1,1,1,3,2,2,4
9161,4,6,1,1,1,3,2,3,4
9162,4,6,1,1,1,3,3,1,4
9163,4,6,1,1,1,3,3,2,4
9164,4,6,1,1,1,3,3,3,4
9165,4,6,1,1,1,3,4,1,4
9166,4,6,1,1,1,3,4,2,4
9167,4,6,1,1,1,3,4,3,4
9168,4,6,1,1,2,2,1,1,9
9169,4,6,1,1,2,2,2,1,9
9170,4,6,1,1,2,2,3,1,9
9171,4,6,1,1,2,2,4,1,9
9172,4,6,1,1,3,2,1,1,9
9173,4,6,1,1,3,2,2,1,9
9174,4,6,1,1,3,2,3,1,9
9175,4,6,1,1,3,2,4,1,9
9176,4,6,1,2,1,1,1,1,4
9177,4,6,1,2,1,1,1,2,4
9178,4,6,1,2,1,1,1,3,4
9179,4,6,1,2,1,1,2,1,4
9180,4,6,1,2,1,1,2,2,4
9181,4,6,1,2,1,1,2,3,4
9182,4,6,1,2,1,1,3,1,4
9183,4,6,1,2,1,1,3,2,4
9184,4,6,1,2,1,1,3,3,4
9185,4,6,1,2,1,1,4,1,4
9186,4,6,1,2,1,1,4,2,4
9187,4,6,1,2,1,1,4,3,4
9188,4,6,1,2,1,2,1,1,4
9189,4,6,1,2,1,2,1,2,4
9190,4,6,1,2,1,2,1,3,4
9191,4,6,1,2,1,2,2,1,4
9192,4,6,1,2,1,2,2,2,4
9193,4,6,1,2,1,2,2,3,4
9194,4,6,1,2,1,2,3,1,4
9195,4,6,1,2,1,2,3,2,4
9196,4,6,1,2,1,2,3,3,4
9197,4,6,1,2,1,2,4,1,4
9198,4,6,1,2,1,2,4,2,4
9199,4,6,1,2,1,2,4,3,4
9200,4,6,1,2,1,3,1,1,4
9201,4,6,1,2,1,3,1,2,4
9202,4,6,1,2,1,3,1,3,4
9203,4,6,1,2,1,3,2,1,4
9204,4,6,1,2,1,3,2,2,4
9205,4,6,1,2,1,3,2,3,4
9206,4,6,1,2,1,3,3,1,4
9207,4,6,1,2,1,3,3,2,4
9208,4,6,1,2,1,3,3,3,4
9209,4,6,1,2,1,3,4,1,4
9210,4,6,1,2,1,3,4,2,4
9211,4,6,1,2,1,3,4,3,4
9212,4,6,1,2,2,2,1,1,9
9213,4,6,1,2,2,2,2,1,9
9214,4,6,1,2,2,2,3,1,9
9215,4,6,1,2,2,2,4,1,9
9216,4,6,1,2,3,2,1,1,9
9217,4,6,1,2,3,2,2,1,9
9218,4,6,1,2,3,2,3,1,9
9219,4,6,1,2,3,2,4,1,9
9220,4,6,1,3,1,1,1,1,4
9221,4,6,1,3,1,1,1,2,4
9222,4,6,1,3,1,1,1,3,4
9223,4,6,1,3,1,1,2,1,4
9224,4,6,1,3,1,1,2,2,4
9225,4,6,1,3,1,1,2,3,4
9226,4,6,1,3,1,1,3,1,4
9227,4,6,1,3,1,1,3,2,4
9228,4,6,1,3,1,1,3,3,4
9229,4,6,1,3,1,1,4,1,4
9230,4,6,1,3,1,1,4,2,4
9231,4,6,1,3,1,1,4,3,4
9232,4,6,1,3,1,2,1,1,4
9233,4,6,1,3,1,2,1,2,4
9234,4,6,1,3,1,2,1,3,4
9235,4,6,1,3,1,2,2,1,4
9236,4,6,1,3,1,2,2,2,4
9237,4,6,1,3,1,2,2,3,4
9238,4,6,1,3,1,2,3,1,4
9239,4,6,1,3,1,2,3,2,4
9240,4,6,1,3,1,2,3,3,4
9241,4,6,1,3,1,2,4,1,4
9242,4,6,1,3,1,2,4,2,4
9243,4,6,1,3,1,2,4,3,4
9244,4,6,1,3,1,3,1,1,4
9245,4,6,1,3,1,3,1,2,4
9246,4,6,1,3,1,3,1,3,4
9247,4,6,1,3,1,3,2,1,4
9248,4,6,1,3,1,3,2,2,4
9249,4,6,1,3,1,3,2,3,4
9250,4,6,1,3,1,3,3,1,4
9251,4,6,1,3,1,3,3,2,4
9252,4,6,1,3,1,3,3,3,4
9253,4,6,1,3,1,3,4,1,4
9254,4,6,1,3,1,3,4,2,4
9255,4,6,1,3,1,3,4,3,4
9256,4,6,1,3,2,2,1,1,9
9257,4,6,1,3,2,2,2,1,9
9258,4,6,1,3,2,2,3,1,9
9259,4,6,1,3,2,2,4,1,9
9260,4,6,1,3,3,2,1,1,9
9261,4,6,1,3,3,2,2,1,9
9262,4,6,1,3,3,2,3,1,9
9263,4,6,1,3,3,2,4,1,9
9264,4,6,2,1,1,1,1,1,4
9265,4,6,2,1,1,1,1,2,4
9266,4,6,2,1,1,1,1,3,4
9267,4,6,2,1,1,1,2,1,4
9268,4,6,2,1,1,1,2,2,4
9269,4,6,2,1,1,1,2,3,4
9270,4,6,2,1,1,1,3,1,4
9271,4,6,2,1,1,1,3,2,4
9272,4,6,2,1,1,1,3,3,4
9273,4,6,2,1,1,1,4,1,4
9274,4,6,2,1,1,1,4,2,4
9275,4,6,2,1,1,1,4,3,4
9276,4,6,2,1,1,2,1,1,4
9277,4,6,2,1,1,2,1,2,4
9278,4,6,2,1,1,2,1,3,4
9279,4,6,2,1,1,2,2,1,4
9280,4,6,2,1,1,2,2,2,4
9281,4,6,2,1,1,2,2,3,4
9282,4,6,2,1,1,2,3,1,4
9283,4,6,2,1,1,2,3,2,4
9284,4,6,2,1,1,2,3,3,4
9285,4,6,2,1,1,2,4,1,4
9286,4,6,2,1,1,2,4,2,4
9287,4,6,2,1,1,2,4,3,4
9288,4,6,2,1,1,3,1,1,4
9289,4,6,2,1,1,3,1,2,4
9290,4,6,2,1,1,3,1,3,4
9291,4,6,2,1,1,3,2,1,4
9292,4,6,2,1,1,3,2,2,4
9293,4,6,2,1,1,3,2,3,4
9294,4,6,2,1,1,3,3,1,4
9295,4,6,2,1,1,3,3,2,4
9296,4,6,2,1,1,3,3,3,4
9297,4,6,2,1,1,3,4,1,4
9298,4,6,2,1,1,3,4,2,4
9299,4,6,2,1,1,3,4,3,4
9300,4,6,2,1,1,4,1,1,5
9301,4,6,2,1,1,4,1,2,5
9302,4,6,2,1,1,4,1,3,5
9303,4,6,2,1,1,4,2,1,5
9304,4,6,2,1,1,4,2,2,5
9305,4,6,2,1,1,4,2,3,5
9306,4,6,2,1,1,4,3,1,5
9307,4,6,2,1,1,4,3,2,5
9308,4,6,2,1,1,4,3,3,5
9309,4,6,2,1,1,4,4,1,5
9310,4,6,2,1,1,4,4,2,5
9311,4,6,2,1,1,4,4,3,5
9312,4,6,2,1,2,2,1,1,9
9313,4,6,2,1,2,2,1,2,9
9314,4,6,2,1,2,2,1,3,9
9315,4,6,2,1,2,2,2,1,9
9316,4,6,2,1,2,2,2,2,9
9317,4,6,2,1,2,2,2,3,9
9318,4,6,2,1,2,2,3,1,9
9319,4,6,2,1,2,2,3,2,9
9320,4,6,2,1,2,2,3,3,9
9321,4,6,2,1,2,2,4,1,9
9322,4,6,2,1,2,2,4,2,9
9323,4,6,2,1,2,2,4,3,9
9324,4,6,2,1,2,4,1,1,5
9325,4,6,2,1,2,4,1,2,5
9326,4,6,2,1,2,4,1,3,5
9327,4,6,2,1,2,4,2,1,5
9328,4,6,2,1,2,4,2,2,5
9329,4,6,2,1,2,4,2,3,5
9330,4,6,2,1,2,4,3,1,5
9331,4,6,2,1,2,4,3,2,5
9332,4,6,2,1,2,4,3,3,5
9333,4,6,2,1,2,4,4,1,5
9334,4,6,2,1,2,4,4,2,5
9335,4,6,2,1,2,4,4,3,5
9336,4,6,2,1,3,2,1,1,9
9337,4,6,2,1,3,2,2,1,9
9338,4,6,2,1,3,2,3,1,9
9339,4,6,2,1,3,2,4,1,9
9340,4,6,2,1,3,4,1,1,5
9341,4,6,2,1,3,4,1,2,5
9342,4,6,2,1,3,4,1,3,5
9343,4,6,2,1,3,4,2,1,5
9344,4,6,2,1,3,4,2,2,5
9345,4,6,2,1,3,4,2,3,5
9346,4,6,2,1,3,4,3,1,5
9347,4,6,2,1,3,4,3,2,5
9348,4,6,2,1,3,4,3,3,5
9349,4,6,2,1,3,4,4,1,5
9350,4,6,2,1,3,4,4,2,5
9351,4,6,2,1,3,4,4,3,5
9352,4,6,2,2,1,1,1,1,4
9353,4,6,2,2,1,1,1,2,4
9354,4,6,2,2,1,1,1,3,4
9355,4,6,2,2,1,1,2,1,4
9356,4,6,2,2,1,1,2,2,4
9357,4,6,2,2,1,1,2,3,4
9358,4,6,2,2,1,1,3,1,4
9359,4,6,2,2,1,1,3,2,4
9360,4,6,2,2,1,1,3,3,4
9361,4,6,2,2,1,1,4,1,4
9362,4,6,2,2,1,1,4,2,4
9363,4,6,2,2,1,1,4,3,4
9364,4,6,2,2,1,2,1,1,4
9365,4,6,2,2,1,2,1,2,4
9366,4,6,2,2,1,2,1,3,4
9367,4,6,2,2,1,2,2,1,4
9368,4,6,2,2,1,2,2,2,4
9369,4,6,2,2,1,2,2,3,4
9370,4,6,2,2,1,2,3,1,4
9371,4,6,2,2,1,2,3,2,4
9372,4,6,2,2,1,2,3,3,4
9373,4,6,2,2,1,2,4,1,4
9374,4,6,2,2,1,2,4,2,4
9375,4,6,2,2,1,2,4,3,4
9376,4,6,2,2,1,3,1,1,4
9377,4,6,2,2,1,3,1,2,4
9378,4,6,2,2,1,3,1,3,4
9379,4,6,2,2,1,3,2,1,4
9380,4,6,2,2,1,3,2,2,4
9381,4,6,2,2,1,3,2,3,4
9382,4,6,2,2,1,3,3,1,4
9383,4,6,2,2,1,3,3,2,4
9384,4,6,2,2,1,3,3,3,4
9385,4,6,2,2,1,3,4,1,4
9386,4,6,2,2,1,3,4,2,4
9387,4,6,2,2,1,3,4,3,4
9388,4,6,2,2,1,4,1,1,5
9389,4,6,2,2,1,4,1,2,5
9390,4,6,2,2,1,4,1,3,5
9391,4,6,2,2,1,4,2,1,5
9392,4,6,2,2,1,4,2,2,5
9393,4,6,2,2,1,4,2,3,5
9394,4,6,2,2,1,4,3,1,5
9395,4,6,2,2,1,4,3,2,5
9396,4,6,2,2,1,4,3,3,5
9397,4,6,2,2,1,4,4,1,5
9398,4,6,2,2,1,4,4,2,5
9399,4,6,2,2,1,4,4,3,5
9400,4,6,2,2,2,2,1,1,9
9401,4,6,2,2,2,2,1,2,9
9402,4,6,2,2,2,2,1,3,9
9403,4,6,2,2,2,2,2,1,9
9404,4,6,2,2,2,2,2,2,9
9405,4,6,2,2,2,2,2,3,9
9406,4,6,2,2,2,2,3,1,9
9407,4,6,2,2,2,2,3,2,9
9408,4,6,2,2,2,2,3,3,9
9409,4,6,2,2,2,2,4,1,9
9410,4,6,2,2,2,2,4,2,9
9411,4,6,2,2,2,2,4,3,9
9412,4,6,2,2,2,4,1,1,5
9413,4,6,2,2,2,4,1,2,5
9414,4,6,2,2,2,4,1,3,5
9415,4,6,2,2,2,4,2,1,5
9416,4,6,2,2,2,4,2,2,5
9417,4,6,2,2,2,4,2,3,5
9418,4,6,2,2,2,4,3,1,5
9419,4,6,2,2,2,4,3,2,5
9420,4,6,2,2,2,4,3,3,5
9421,4,6,2,2,2,4,4,1,5
9422,4,6,2,2,2,4,4,2,5
9423,4,6,2,2,2,4,4,3,5
9424,4,6,2,2,3,2,1,1,9
9425,4,6,2,2,3,2,2,1,9
9426,4,6,2,2,3,2,3,1,9
9427,4,6,2,2,3,2,4,1,9
9428,4,6,2,2,3,4,1,1,5
9429,4,6,2,2,3,4,1,2,5
9430,4,6,2,2,3,4,1,3,5
9431,4,6,2,2,3,4,2,1,5
9432,4,6,2,2,3,4,2,2,5
9433,4,6,2,2,3,4,2,3,5
9434,4,6,2,2,3,4,3,1,5
9435,4,6,2,2,3,4,3,2,5
9436,4,6,2,2,3,4,3,3,5
9437,4,6,2,2,3,4,4,1,5
9438,4,6,2,2,3,4,4,2,5
9439,4,6,2,2,3,4,4,3,5
9440,4,6,2,3,1,1,1,1,4
9441,4,6,2,3,1,1,1,2,4
9442,4,6,2,3,1,1,1,3,4
9443,4,6,2,3,1,1,2,1,4
9444,4,6,2,3,1,1,2,2,4
9445,4,6,2,3,1,1,2,3,4
9446,4,6,2,3,1,1,3,1,4
9447,4,6,2,3,1,1,3,2,4
9448,4,6,2,3,1,1,3,3,4
9449,4,6,2,3,1,1,4,1,4
9450,4,6,2,3,1,1,4,2,4
9451,4,6,2,3,1,1,4,3,4
9452,4,6,2,3,1,2,1,1,4
9453,4,6,2,3,1,2,1,2,4
9454,4,6,2,3,1,2,1,3,4
9455,4,6,2,3,1,2,2,1,4
9456,4,6,2,3,1,2,2,2,4
9457,4,6,2,3,1,2,2,3,4
9458,4,6,2,3,1,2,3,1,4
9459,4,6,2,3,1,2,3,2,4
9460,4,6,2,3,1,2,3,3,4
9461,4,6,2,3,1,2,4,1,4
9462,4,6,2,3,1,2,4,2,4
9463,4,6,2,3,1,2,4,3,4
9464,4,6,2,3,1,3,1,1,4
9465,4,6,2,3,1,3,1,2,4
9466,4,6,2,3,1,3,1,3,4
9467,4,6,2,3,1,3,2,1,4
9468,4,6,2,3,1,3,2,2,4
9469,4,6,2,3,1,3,2,3,4
9470,4,6,2,3,1,3,3,1,4
9471,4,6,2,3,1,3,3,2,4
9472,4,6,2,3,1,3,3,3,4
9473,4,6,2,3,1,3,4,1,4
9474,4,6,2,3,1,3,4,2,4
9475,4,6,2,3,1,3,4,3,4
9476,4,6,2,3,1,4,1,1,5
9477,4,6,2,3,1,4,1,2,5
9478,4,6,2,3,1,4,1,3,5
9479,4,6,2,3,1,4,2,1,5
9480,4,6,2,3,1,4,2,2,5
9481,4,6,2,3,1,4,2,3,5
9482,4,6,2,3,1,4,3,1,5
9483,4,6,2,3,1,4,3,2,5
9484,4,6,2,3,1,4,3,3,5
9485,4,6,2,3,1,4,4,1,5
9486,4,6,2,3,1,4,4,2,5
9487,4,6,2,3,1,4,4,3,5
9488,4,6,2,3,2,2,1,1,9
9489,4,6,2,3,2,2,1,2,9
9490,4,6,2,3,2,2,1,3,9
9491,4,6,2,3,2,2,2,1,9
9492,4,6,2,3,2,2,2,2,9
9493,4,6,2,3,2,2,2,3,9
9494,4,6,2,3,2,2,3,1,9
9495,4,6,2,3,2,2,3,2,9
9496,4,6,2,3,2,2,3,3,9
9497,4,6,2,3,2,2,4,1,9
9498,4,6,2,3,2,2,4,2,9
9499,4,6,2,3,2,2,4,3,9
9500,4,6,2,3,2,4,1,1,5
9501,4,6,2,3,2,4,1,2,5
9502,4,6,2,3,2,4,1,3,5
9503,4,6,2,3,2,4,2,1,5
9504,4,6,2,3,2,4,2,2,5
9505,4,6,2,3,2,4,2,3,5
9506,4,6,2,3,2,4,3,1,5
9507,4,6,2,3,2,4,3,2,5
9508,4,6,2,3,2,4,3,3,5
9509,4,6,2,3,2,4,4,1,5
9510,4,6,2,3,2,4,4,2,5
9511,4,6,2,3,2,4,4,3,5
9512,4,6,2,3,3,2,1,1,9
9513,4,6,2,3,3,2,2,1,9
9514,4,6,2,3,3,2,3,1,9
9515,4,6,2,3,3,2,4,1,9
9516,4,6,2,3,3,4,1,1,5
9517,4,6,2,3,3,4,1,2,5
9518,4,6,2,3,3,4,1,3,5
9519,4,6,2,3,3,4,2,1,5
9520,4,6,2,3,3,4,2,2,5
9521,4,6,2,3,3,4,2,3,5
9522,4,6,2,3,3,4,3,1,5
9523,4,6,2,3,3,4,3,2,5
9524,4,6,2,3,3,4,3,3,5
9525,4,6,2,3,3,4,4,1,5
9526,4,6,2,3,3,4,4,2,5
9527,4,6,2,3,3,4,4,3,5
9528,4,6,3,1,1,1,1,1,4
9529,4,6,3,1,1,1,1,2,4
9530,4,6,3,1,1,1,1,3,4
9531,4,6,3,1,1,1,2,1,4
9532,4,6,3,1,1,1,2,2,4
9533,4,6,3,1,1,1,2,3,4
9534,4,6,3,1,1,1,3,1,4
9535,4,6,3,1,1,1,3,2,4
9536,4,6,3,1,1,1,3,3,4
9537,4,6,3,1,1,1,4,1,4
9538,4,6,3,1,1,1,4,2,4
9539,4,6,3,1,1,1,4,3,4
9540,4,6,3,1,1,2,1,1,4
9541,4,6,3,1,1,2,1,2,4
9542,4,6,3,1,1,2,1,3,4
9543,4,6,3,1,1,2,2,1,4
9544,4,6,3,1,1,2,2,2,4
9545,4,6,3,1,1,2,2,3,4
9546,4,6,3,1,1,2,3,1,4
9547,4,6,3,1,1,2,3,2,4
9548,4,6,3,1,1,2,3,3,4
9549,4,6,3,1,1,2,4,1,4
9550,4,6,3,1,1,2,4,2,4
9551,4,6,3,1,1,2,4,3,4
9552,4,6,3,1,1,3,1,1,4
9553,4,6,3,1,1,3,1,2,4
9554,4,6,3,1,1,3,1,3,4
9555,4,6,3,1,1,3,2,1,4
9556,4,6,3,1,1,3,2,2,4
9557,4,6,3,1,1,3,2,3,4
9558,4,6,3,1,1,3,3,1,4
9559,4,6,3,1,1,3,3,2,4
9560,4,6,3,1,1,3,3,3,4
9561,4,6,3,1,1,3,4,1,4
9562,4,6,3,1,1,3,4,2,4
9563,4,6,3,1,1,3,4,3,4
9564,4,6,3,1,1,4,1,1,5
9565,4,6,3,1,1,4,1,2,5
9566,4,6,3,1,1,4,1,3,5
9567,4,6,3,1,1,4,2,1,5
9568,4,6,3,1,1,4,2,2,5
9569,4,6,3,1,1,4,2,3,5
9570,4,6,3,1,1,4,3,1,5
9571,4,6,3,1,1,4,3,2,5
9572,4,6,3,1,1,4,3,3,5
9573,4,6,3,1,1,4,4,1,5
9574,4,6,3,1,1,4,4,2,5
9575,4,6,3,1,1,4,4,3,5
9576,4,6,3,1,2,2,1,1,9
9577,4,6,3,1,2,2,2,1,9
9578,4,6,3,1,2,2,3,1,9
9579,4,6,3,1,2,2,4,1,9
9580,4,6,3,1,2,4,1,1,5
9581,4,6,3,1,2,4,1,2,5
9582,4,6,3,1,2,4,1,3,5
9583,4,6,3,1,2,4,2,1,5
9584,4,6,3,1,2,4,2,2,5
9585,4,6,3,1,2,4,2,3,5
9586,4,6,3,1,2,4,3,1,5
9587,4,6,3,1,2,4,3,2,5
9588,4,6,3,1,2,4,3,3,5
9589,4,6,3,1,2,4,4,1,5
9590,4,6,3,1,2,4,4,2,5
9591,4,6,3,1,2,4,4,3,5
9592,4,6,3,1,3,1,1,1,6
9593,4,6,3,1,3,1,1,2,6
9594,4,6,3,1,3,1,1,3,6
9595,4,6,3,1,3,1,2,1,6
9596,4,6,3,1,3,1,2,2,6
9597,4,6,3,1,3,1,2,3,6
9598,4,6,3,1,3,1,3,1,6
9599,4,6,3,1,3,1,3,2,6
9600,4,6,3,1,3,1,3,3,6
9601,4,6,3,1,3,1,4,1,6
9602,4,6,3,1,3,1,4,2,6
9603,4,6,3,1,3,1,4,3,6
9604,4,6,3,1,3,2,1,1,6
9605,4,6,3,1,3,2,1,2,6
9606,4,6,3,1,3,2,1,3,6
9607,4,6,3,1,3,2,2,1,6
9608,4,6,3,1,3,2,2,2,6
9609,4,6,3,1,3,2,2,3,6
9610,4,6,3,1,3,2,3,1,6
9611,4,6,3,1,3,2,3,2,6
9612,4,6,3,1,3,2,3,3,6
9613,4,6,3,1,3,2,4,1,6
9614,4,6,3,1,3,2,4,2,6
9615,4,6,3,1,3,2,4,3,6
9616,4,6,3,1,3,3,1,1,6
9617,4,6,3,1,3,3,1,2,6
9618,4,6,3,1,3,3,1,3,6
9619,4,6,3,1,3,3,2,1,6
9620,4,6,3,1,3,3,2,2,6
9621,4,6,3,1,3,3,2,3,6
9622,4,6,3,1,3,3,3,1,6
9623,4,6,3,1,3,3,3,2,6
9624,4,6,3,1,3,3,3,3,6
9625,4,6,3,1,3,3,4,1,6
9626,4,6,3,1,3,3,4,2,6
9627,4,6,3,1,3,3,4,3,6
9628,4,6,3,1,3,4,1,1,5
9629,4,6,3,1,3,4,1,2,5
9630,4,6,3,1,3,4,1,3,5
9631,4,6,3,1,3,4,2,1,5
9632,4,6,3,1,3,4,2,2,5
9633,4,6,3,1,3,4,2,3,5
9634,4,6,3,1,3,4,3,1,5
9635,4,6,3,1,3,4,3,2,5
9636,4,6,3,1,3,4,3,3,5
9637,4,6,3,1,3,4,4,1,5
9638,4,6,3,1,3,4,4,2,5
9639,4,6,3,1,3,4,4,3,5
9640,4,6,3,2,1,1,1,1,4
9641,4,6,3,2,1,1,1,2,4
9642,4,6,3,2,1,1,1,3,4
9643,4,6,3,2,1,1,2,1,4
9644,4,6,3,2,1,1,2,2,4
9645,4,6,3,2,1,1,2,3,4
